,Ox_Chamber,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,temp_softbake,pr_thickness,lithography_Chamber,Line_CD,Wavelength,exp_time,lense,Etching_Chamber,Thin F4,Temp_Etching,Source_Power,etching_rate1,etching_rate2,etching_rate3,etching_rate4,etching_uni,Chamber_Num,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,flux_rate1,flux_rate2,flux_rate3,flux_rate4,Error_message,target_rate,Target
224,1,dry,1112.4169776,H2O,37.9,0.209,202,7093.47,9,9,1,1.29713,16.682,14.92,20.001,204.001,90,91.706,1.96300944047193,1,39.92,436,47171.712,0.790796291963442,1,413,71.416,51.123,138.447,207.1,193.3,129.2,0.233217123944872,1,31093.126,102.801,898,153,2480268000000000,2402399000000000,139526875000000,834704722222222,none,0.053,106
225,1,wet,990.35940918,H2O,25.35,0.199,84,6927.59,9,10,1,1.76849,12.463,14.846,19.988,201.946,90.001,93.548,1.88542006213329,2,42.219,405,43902.405,0.713431358214766,2,318,69.84,51.573,120.359,206.1,220.6,113.9,0.322864201864261,2,31269.035,103.405,909,159,4960945033333333,1.13E+16,-2030336250000000,836563888888889,none,0.048,96
226,1,dry,988.69884731,O2,30.2,0.218,121,7003.21,9,11,1,1.7082,12.219,15.031,19.998,205.348,90.001,93.516,2.04263014303162,3,42.606,405,42992.37,0.750967914200525,3,150,69.267,50.843,129.921,203.3,223.2,128.9,0.275199505049458,3,32130.96,103.151,921,152,4.36989536666667E+015,6219730000000000,-859304687500000,830354722222222,none,0.047,94
227,1,dry,975.0524691,H2O,41.08,0.215,75,7085.79,9,12,2,1.36829,12.814,14.953,20.002,196.913,90.001,91.914,1.86786471187291,1,52.749,405,43865.145,0.767450982621499,3,566,71.324,50.629,133.979,207.2,219.5,91.3,0.393264200227308,3,32270.306,103.157,891,152,4807040333333333,1.78E+16,-3436128750000000,827089166666667,none,0.0965,193
228,1,dry,1071.1504861,H2O,32.02,0.218,138,7021.09,9,13,2,1.17565,14.416,15.065,19.994,203.684,89.999,92.708,1.91716313324419,2,43.085,405,44650.035,0.745181161820229,2,341,72.201,50.872,129.809,207.3,207,123.9,0.249697234618096,2,31181.18,102.288,915,157,1.50562333333333E+015,7024253714285714,-787345937500000,834195277777778,none,0.066,132
229,1,wet,1114.3229322,O2,29.76,0.209,136,7174.71,9,14,2,1.54357,16.121,14.953,20.006,201.67,89.998,90.218,2.03867112681859,3,41.051,405,43816.14,0.768601581611255,1,287,71.545,50.574,147.371,203,212.6,125.8,0.252043131897249,1,31249.611,102.036,893,155,1581192800000000,6366745428571429,-628205937500000,836830000000000,none,0.0635,127
230,1,dry,1161.9657577,H2O,32.85,0.209,235,7095.99,9,15,3,0.68727,14.665,15.02,20.004,200.067,90.001,91.262,1.97621409983391,1,8.101,365,38266.965,0.70333922339788,1,434,71.879,51.451,140.399,204.9,211,109.9,0.303512914309388,1,30899.82,104.486,907,155,3.28812336666667E+015,1.40E+16,-2465837500000000,831649444444444,none,0.045,90
231,1,dry,1121.6385574,H2O,32.68,0.214,93,6924.36,9,16,3,1.197,15.879,14.96,20.001,195.151,89.999,93.362,1.88079286272866,2,37.621,405,43964.37,0.799703023864718,2,223,70.915,51.24,120.936,203.8,215.7,129.7,0.282820203660152,2,31964.942,104.584,885,156,3370564000000000,4992187142857143,-505037500000000,832253055555556,none,0.057,114
232,1,wet,1134.2846884,O2,29.79,0.192,101,7107.77,9,17,3,1.35868,13.499,15.066,20.001,200.691,90,88.578,2.03228580952895,3,29.674,436,48088.62,0.834714952501656,3,454,70.644,50.98,140.377,203.1,232,89.9,0.427126275780497,3,32318.607,102.912,905,156,2779585400000000,1.06E+16,-1665016875000000,832262777777778,none,0.065,130
233,2,wet,978.59909469,O2,27.5,0.204,116,7220.31,9,18,1,1.41505,17.6,14.99,19.999,200.559,90,93.076,1.90031812169209,1,23.908,436,46117.028,0.779398147320551,3,436,70.334,50.779,152.231,207.1,203,116.1,0.26826604326748,3,31891.406,102.015,883,155,2148803600000000,2.36362857142857E+015,188647500000000,833551111111111,none,0.0575,115
234,2,wet,901.2769443,H2O,35.23,0.222,42,7084.89,9,19,1,0.99749,16.391,14.971,20.003,198.578,90,93.485,1.88183556542897,2,45.092,436,47092.796,0.812368875092696,2,210,71.72,49.6,136.689,206.5,225.4,118.9,0.309823138988406,2,31409.106,102.6,895,155,1.05154576666667E+015,3.05356671428571E+015,144423125000000,831565555555556,none,0.0285,57
235,2,wet,1030.2597753,O2,37.48,0.198,71,7169.94,9,20,1,1.1266,15.648,14.845,19.999,200.064,89.999,91.969,1.95292296839936,3,47.213,365,39015.945,0.72214451199848,1,379,72.335,51.124,145.994,205.8,217.7,109.6,0.318365351483005,1,32608.352,103.128,900,152,1.61434746666667E+015,1.13E+16,-1692444062500000,829312222222222,none,0.039,78
236,2,dry,988.92676679,O2,39.3,0.208,122,7142,9,21,2,1.07395,15.332,15.085,19.998,198.171,90.001,93.953,1.94265183310904,1,34.189,436,47220.98,0.807646710136337,1,148,71.233,50.985,142.3,199.6,226.9,130.6,0.27537889619674,1,32496.871,104.199,916,159,2162731500000000,5538218857142857,-497170625000000,838841388888889,none,0.062,124
237,2,wet,1062.2940719,O2,32.84,0.197,49,7075.77,9,22,2,2.05777,12.277,14.911,20.004,199.6,90,91.194,1.85795481786178,2,29.479,436,47108.928,0.848090628987582,2,385,69.67,51.514,138.277,201.2,216.4,113.2,0.308484673662374,2,31912.056,106.428,898,154,4.22172733333333E+015,5127065714285714,-624624687500000,828735555555556,none,0.0725,145
238,2,dry,1091.7579434,H2O,38.41,0.188,116,7088.25,9,23,2,0.98062,13.182,15.061,19.994,203.109,90,96.653,1.98178029893898,3,41.357,365,39038.575,0.742103711535138,3,330,71.406,50.324,135.925,207,219.9,113,0.31635408574705,3,31192.302,103.46,916,154,2207037000000000,-153575285714286,737785125000000,826372500000000,none,0.0305,61
239,2,wet,1191.9306557,O2,38.29,0.214,140,7059.31,9,24,3,0.43841,14.011,15.118,20,201.376,90.001,92.781,1.84855657380207,2,33.765,405,43083.9,0.814008176259904,2,226,69.706,50.756,136.031,206.6,213.7,127,0.25375696404817,2,31265.612,105.779,884,154,4048607000000000,6796890000000000,-983768437500000,833455277777778,none,0.034,68
240,2,dry,1121.284393,H2O,38.52,0.195,60,7109.32,9,25,3,1.43266,10.856,15.053,19.995,201.817,90,90.464,1.85945615316686,3,30.109,405,43889.04,0.776013703827185,1,181,70.399,52.379,140.332,205,207.2,140.3,0.193120410142719,1,32341.911,102.258,897,157,1985484000000000,6920622714285714,-802519687500000,836037777777778,none,0.0505,101
241,3,dry,1123.2130093,O2,40,0.207,63,7139.65,9,26,1,0.98357,10.856,15.148,20.005,198.47,90,92.415,1.92558522105592,1,76.265,405,44193.195,0.817280333208219,1,301,70.657,51.465,144.565,202.2,224.3,112.8,0.326087751237452,1,31982.396,103.03,893,157,205707133333333,1.49E+16,-2365853437500000,832358611111111,none,0.045,90
242,3,dry,960.67835648,O2,27.43,0.206,81,7123.18,9,27,1,1.07754,17.756,14.982,20.002,200.542,90,90.401,1.86026026278422,2,35.639,405,42646.095,0.775398612323669,2,496,68.921,52.141,140.218,203,230.6,88.9,0.427632869485965,2,31768.47,104.863,896,155,3197758600000000,7912618571428571,-1124621875000000,833752777777778,[['Edge-Loc']],0.1115,223
243,3,dry,1154.7814882,H2O,39.57,0.213,98,7060.99,10,1,1,0.89536,13.702,14.88,20.002,191.209,90.001,92.469,1.90130585878254,3,26.432,436,46720.888,0.855322913826216,3,254,70.732,50.267,131.599,206.9,217.9,124.3,0.275011422082301,3,32163.791,100.24,908,158,3548804000000000,7400275714285714,-1050583125000000,832969722222222,none,0.0485,97
244,3,dry,1263.4518722,O2,26.06,0.2,148,7043.73,10,2,2,1.63933,14.218,14.932,19.994,202.848,90,91.01,1.96856917626398,1,54.979,405,42593.445,0.774391911141874,3,431,71.555,50.749,135.173,206.3,191.8,128,0.236815959520501,3,31833.551,102.338,886,156,3.52206266666667E+015,7747428571428571,-1136936562500000,833297500000000,none,0.0525,105
245,3,dry,1048.9390979,O2,34.48,0.205,110,7059.4,10,3,2,2.10005,17.251,15.121,20.004,193.899,90.001,95.722,1.96139511495157,2,55.422,436,47168.224,0.857396817405942,2,524,72.093,51.332,134.44,204.5,229.9,84.7,0.444349236466016,2,32188.226,106.191,896,153,3.82624933333333E+015,3.66756142857143E+015,-259416250000000,826218055555555,none,0.082,164
246,3,dry,1176.5269061,H2O,35.99,0.209,76,7129.26,10,4,2,1.9415,12.457,14.946,19.995,197.934,90,90.859,1.99275134914817,3,29.244,405,43841.25,0.739265589833547,1,218,70.838,51.547,141.026,206.5,234.9,108.7,0.365201135538238,1,32228.325,102.064,891,158,2.06675933333333E+015,-657971857142857,835649593750000,835204444444445,none,0.041,82
247,3,dry,1087.9393199,H2O,36.98,0.198,173,7273.18,10,5,3,1.1602,14.789,15.016,20.001,199.825,90.002,90.944,1.88873650076418,1,50.394,405,43712.055,0.740354821903535,1,130,70.163,51.008,154.618,209.2,212.3,138.2,0.207470622327871,1,30846.811,101.812,887,154,3.16862133333333E+015,1.06E+16,-1711041875000000,833088888888889,none,0.012,24
248,3,dry,1140.3755408,O2,34.12,0.214,-5,7213,10,6,3,1.14459,16.267,15.11,20.004,200.232,89.999,94.505,1.99150903462248,3,51.27,405,44556.075,0.777775217200931,3,308,72.304,51.207,150.4,202.9,208.8,128.4,0.232874728457639,3,32759.266,106.709,904,151,4659571333333333,7548764285714286,-1186253437500000,830771388888889,[['Center']],0.1145,229
249,1,dry,1154.9725452,O2,35.1,0.206,63,7099.64,10,7,1,0.05436,17.256,15.084,19.996,204.512,89.999,90.405,1.94192917631784,1,51.851,365,39470.005,0.673531148509005,3,313,69.559,52.078,140.464,203.8,208.2,126.2,0.241651244209211,3,32057.894,101.318,908,157,2.86548433333333E+015,5182399857142857,-498556250000000,828817500000000,none,0.05,100
250,1,wet,978.9108347,O2,41.78,0.209,137,7124.47,10,8,1,1.64046,12.766,15.042,19.996,202.962,90,89.94,1.98762494547361,2,38.047,436,47953.896,0.94007861299594,2,330,71.345,50.984,143.347,202.6,223.8,109.7,0.335861369613818,2,31994.968,103.206,893,155,2.13809213333333E+015,7490852285714286,-924456250000000,836357777777778,none,0.051,102
251,1,wet,1129.5856729,H2O,31.43,0.192,167,7053.45,10,9,1,1.48839,13.426,15.058,20.001,202.403,90,93.575,1.94667374127492,3,37.215,405,43443.135,0.830392786039559,1,417,72.284,50.597,135.945,203.7,231.3,92.7,0.417693194403634,1,31986.81,101.812,879,152,2.32720933333333E+015,1.21E+16,-1973611562500000,829978055555556,none,0.031,62
252,1,wet,962.88700327,O2,36.59,0.218,60,7130.56,10,10,2,1.60462,15.38,15.03,19.995,196.114,90,90.305,1.98630604887237,1,51.577,365,39640.46,0.76112863908114,1,317,70.405,52.133,140.256,208.7,216.7,115.7,0.296467632192275,1,31791.31,104.329,873,154,4751816333333333,5050701428571429,-660792812500000,830975000000000,none,0.0445,89
253,1,dry,1118.4540425,O2,28.88,0.217,107,7117.23,10,11,2,1.13688,18.272,14.919,19.999,201.382,90.002,89.168,1.87373443712036,3,27.992,365,38772.49,0.711796515902314,3,476,71.455,51.647,139.523,206.2,219.4,99,0.362583437104271,3,30626.351,100.865,871,156,1.58426996666667E+015,1.08E+16,-1599042500000000,825636111111111,none,0.0825,165
254,1,dry,972.85557509,O2,37.37,0.215,141,7011.9,10,12,3,1.60423,15.023,15.139,20.008,201.343,90.001,91.432,1.93078689090187,2,36.035,436,47234.06,0.8606650414047,2,479,71.927,50.861,131.49,203.1,214.9,103.8,0.340124600101027,2,31950.761,103.631,898,153,1.98114666666667E+015,3.08884157142857E+015,43147187500000,833918055555555,none,0.0795,159
255,1,dry,1115.1566079,O2,33.88,0.2,126,7097.8,10,13,3,0.6528,12.264,15.149,19.996,203.657,89.998,92.061,1.97543186023576,3,31.509,365,39246.26,0.680562573533388,1,419,71.265,51.036,137.08,206.9,218.6,105.3,0.339282505839372,1,31352.585,103.491,909,155,2053238500000000,6403969714285714,-684174062500000,834963333333333,none,0.042,84
256,2,dry,961.00982578,H2O,29.55,0.2,168,7096.53,10,14,1,1.09299,13.966,14.958,20.001,200.097,89.999,88.83,1.85587620228072,1,28.607,436,47606.404,0.82657945874212,1,314,71.241,51.884,136.453,208.1,196.8,136.9,0.211269246136766,1,30552.557,103.142,944,155,1.73897066666667E+015,8288663857142857,-1081378125000000,830362777777778,none,0.09,180
257,2,dry,1219.8371841,O2,30.97,0.2,69,6977.59,10,15,1,1.53141,18.364,14.867,20.004,197.094,89.999,90.277,1.96658539253922,2,73.546,436,46579.188,0.801622365999445,2,340,71.52,50.234,126.859,206.5,218.6,111.8,0.321803546166606,2,31715.512,103.914,896,155,3445035000000000,9.75603285714286E+015,-1530891250000000,836455555555555,none,0.0575,115
258,2,dry,1126.3272733,O2,36.92,0.215,101,7026.98,10,16,1,1.84968,11.582,15.126,20.01,201.454,90.001,92.552,1.88589989529352,3,32.665,436,47454.24,0.872671957407203,3,462,70.756,52.004,131.198,202.8,230,92.5,0.418889318779341,3,30474.163,101.145,898,156,4.42111166666667E+015,7486774285714286,-1163998437500000,840916666666667,[['Loc']],0.115,230
259,2,wet,1104.7358043,O2,32.91,0.216,197,7037.23,10,17,2,2.00492,15.686,15.113,19.997,198.484,90,91.43,1.94211440546455,1,41.314,405,43621.335,0.785320517419572,3,231,70.204,51.444,134.523,201.2,212.6,132.3,0.235960289323164,3,31692.92,102.863,931,157,5282999333333333,6208474285714286,-957007500000000,838240555555556,none,0.062,124
260,2,wet,1057.8214734,O2,26.11,0.202,86,7118.26,10,18,2,1.16379,14.32,15.004,20,197.509,89.999,92.695,1.93294709471294,2,42.035,436,46249.136,0.797424829907089,2,408,70.253,50.176,139.726,204.6,210.7,116,0.282254338878076,2,31037.529,101.615,920,155,1521226000000000,4888469714285714,-318669375000000,834950833333333,none,0.071,142
261,2,wet,1091.3742729,O2,33.23,0.202,177,7034.11,10,19,2,1.17615,18.581,14.952,19.996,202.54,90,92.866,1.88452509034944,3,49.29,436,46507.684,0.856295539800067,1,317,69.549,50.507,132.711,204.3,216.4,118.3,0.292089901758345,1,31925.006,102.899,889,153,400346333333333,7634870428571429,-848205625000000,835931388888889,none,0.044,88
262,2,dry,1138.825357,O2,34.33,0.215,160,7015.68,10,20,3,0.89128,16.593,15.029,19.998,199.11,89.999,93.407,1.97128416578953,1,42.863,436,47476.476,0.793853100761079,1,291,70.804,50.491,131.768,206.1,225.7,108.9,0.347377124264649,1,32001.77,102.186,908,154,2638483600000000,6857554142857143,-839555312500000,837731111111111,none,0.025,50
263,2,wet,1009.1398859,H2O,38.11,0.19,64,7083.51,10,21,3,1.36637,12.881,15.129,20.003,198.235,90,90.651,1.92791831402062,2,35.661,405,43391.295,0.747893433495654,2,376,68.72,50.573,138.751,202.4,198,131.6,0.211106655077667,2,31568.412,103.001,902,156,3.71270566666667E+015,6173217142857143,-794138750000000,829608888888889,none,0.0405,81
264,2,dry,1011.1819749,O2,31.32,0.211,168,7025.72,10,22,3,0.9916,15.648,15.112,20.001,200.916,90.001,92.391,1.96624397809482,3,47.221,436,47325.62,0.89267799303056,3,324,70.728,50.428,129.872,207.7,213.7,118.9,0.282912446357055,3,32672.059,104.117,879,152,4542345066666667,7078074285714286,-1062618125000000,833546666666667,none,0.04,80
265,3,wet,1040.9858182,O2,42.72,0.202,89,7178.52,10,23,1,1.6894,16.669,14.924,20.007,199.03,89.998,92.227,1.87572534172777,1,27.843,436,46121.388,0.856083691998366,3,392,71.42,51.171,146.852,205.3,231.1,95.4,0.399910410637558,3,32628.909,98.842,919,155,3.84156926666667E+015,8125102857142857,-1221573125000000,831143333333333,none,0.036,72
266,3,dry,1005.5683734,O2,26.55,0.193,70,6963.86,10,24,1,1.19643,14.492,14.995,19.997,203.225,89.999,92.183,2.00668419192998,2,49.763,436,47301.204,0.902021065088268,2,422,71.777,50.628,126.186,206.9,232.7,88.4,0.441158936449267,2,31536.829,104.62,912,154,2.17364533333333E+015,7863315857142857,-1045714375000000,836236388888889,none,0.0285,57
267,3,dry,1188.1823807,O2,34.9,0.219,147,6867.47,10,25,1,1.48022,15.441,15.003,19.999,202.543,90,91.319,2.0089716753155,3,53.987,365,39234.215,0.780556654512793,1,177,71.626,52.309,115.547,208.3,213.4,131.8,0.292514576703879,1,30765.724,103.031,907,153,1.42577626666667E+015,-1.58378785714286E+015,1140825937500000,835847500000000,none,0.026,52
268,3,dry,1267.4156687,H2O,31.08,0.201,52,7090.49,10,26,2,1.4155,15.911,15.032,19.996,205.542,90,93.109,1.93161553019781,1,44.442,436,47371.836,0.834441775676788,1,288,70.099,50.464,136.949,206.6,238.7,98,0.413672052439621,1,30855.999,103.879,902,155,3270610000000000,1.84573714285714E+015,189101875000000,832347500000000,none,0.0255,51
269,3,dry,918.24283274,O2,32.28,0.202,116,7138.56,10,27,2,0.60782,20.594,15.103,20.004,201.218,89.999,90.954,1.92198163176153,2,37.182,405,43187.175,0.799346312349012,2,353,72.147,51.299,142.556,204.6,225,106.4,0.349565842760214,2,30260.942,104.194,893,154,2852745000000000,1.45E+16,-2542884687500000,827967777777778,none,0.052,104
270,3,wet,1165.5548423,O2,40.23,0.194,195,7099.64,11,1,2,1.5188,12.408,15.088,19.998,200.153,90,90.465,2.01942155365102,3,53.526,365,39384.23,0.672322773874826,3,398,71.046,51.921,137.364,203.4,203,126.4,0.229794498063161,3,32089.235,100.754,888,156,3.91361666666667E+015,1.01E+16,-1679471562500000,828901388888889,[['Edge-Ring']],0.1105,221
271,3,wet,1033.5357504,O2,32.28,0.214,86,7062.05,11,2,3,0.72998,17.845,15.073,19.989,202.1,89.999,92.678,1.92958196690777,1,48.212,405,42573.6,0.796444514365499,3,330,69.857,51.765,132.205,207.9,226.3,106.8,0.355018159401668,3,31101.358,104.603,890,153,3.47213533333333E+015,1.59E+16,-2911470312500000,832058888888889,none,0.042,84
272,3,wet,1063.2946736,O2,43.12,0.201,101,7071.68,11,3,3,1.13925,14.986,14.995,19.994,204.685,89.999,88.792,1.92978760165059,2,46.978,365,39774.05,0.720711470567328,2,324,71.155,50.249,135.268,206.5,214.1,118.9,0.28217105731155,2,31101.109,102.154,888,154,1323910000000000,5238802714285714,-368399062500000,834431388888889,none,0.028,56
273,3,dry,960.02452606,H2O,27.12,0.207,20,7053.54,11,4,3,0.81578,16.722,14.997,20,197.183,90,91.604,1.84214248486409,3,42.556,436,47589.836,0.856935081271251,1,146,71.468,51.218,133.954,205.6,238.4,112.8,0.363660579598526,1,31914.677,103.802,904,153,1105415600000000,5314867428571429,-357839062500000,838093055555555,none,0.0185,37
274,1,dry,984.76270736,H2O,33.44,0.207,88,7151.79,11,5,1,1.14172,13.694,15.109,20,199.096,90,89.418,2.03481793464516,1,38.38,436,47320.824,0.831780104811924,1,319,72.336,51.049,141.879,210.7,217.2,113.5,0.303536329961846,1,31281.213,101.05,887,155,1791091800000000,7251884142857143,-840515000000000,834724166666667,none,0.0195,39
275,1,dry,998.69088337,H2O,34.88,0.214,102,6912.82,11,6,1,0.92509,16.062,15.022,19.999,200.31,90,89.811,1.94142295025139,2,25.99,365,39014.12,0.682493025482233,2,239,70.998,51.384,119.482,206.1,221.5,120.3,0.305725956049159,2,32238.201,100.772,901,155,1.60298566666667E+015,7188365142857143,-832302812500000,834094722222222,none,0.035,70
276,1,dry,1090.0032962,H2O,30.24,0.215,69,7099.56,11,7,1,1.07024,12.256,15.005,20.003,199.983,90,91.266,1.97967087276926,3,65.839,436,46369.036,0.815970565171906,3,457,71.086,51.109,138.556,205.4,219.8,100.5,0.35919886308893,3,30611.506,103.577,915,151,3.59844156666667E+015,6782671428571429,-912710000000000,835981388888889,none,0.07,140
277,1,dry,1205.954833,H2O,39.31,0.211,122,7150.78,11,8,2,1.6429,17.049,15.147,20.005,200.227,89.999,91.33,1.88215876233453,1,60.483,405,43498.62,0.812980386095426,3,354,71.673,50.506,144.978,203.7,218.8,112.2,0.313677947498668,3,32930.382,104.111,894,153,-1.00892633333333E+015,1.24E+16,-1715659687500000,834700833333333,none,0.0525,105
278,1,wet,1044.3719445,H2O,32.1,0.201,109,6971.55,11,9,2,1.45486,16.549,14.798,19.997,201.232,90.001,94.399,1.8566930910208,2,28.979,365,39928.445,0.679163270850313,2,563,72.019,51.261,125.455,207.5,222,85.9,0.424745067136872,2,32577.756,100.455,913,153,4121356000000000,4.42580857142857E+015,-466198437500000,836906666666667,none,0.059,118
279,1,dry,1082.919108,O2,30.32,0.216,95,6956.56,11,10,2,1.4716,17.704,15.079,19.996,201.06,90.002,90.936,1.89847818570067,3,37.104,405,44083.44,0.820653726679757,1,176,69.699,50.194,124.756,205.1,235.7,112.5,0.363391814245431,1,30639.973,101.681,886,155,2.81491566666667E+015,8508872857142857,-1242075312500000,835795833333333,none,0.0305,61
280,1,wet,1069.9737757,H2O,38.93,0.198,75,7142.54,11,11,3,1.06947,11.881,14.924,19.999,203.508,90.002,93.695,2.02000514200167,1,46.509,436,47601.172,0.808077812703873,1,415,70.824,50.202,145.054,203.9,200.9,122.9,0.240801243842474,1,32421.295,101.155,884,159,3070884000000000,8318887142857143,-1201774375000000,828081944444445,none,0.0565,113
281,1,dry,1145.8588596,O2,31.02,0.196,132,7120.39,11,12,3,1.28795,10.619,14.933,19.999,199.954,90,91.703,1.94311971380317,2,43.753,405,44911.26,0.78248319593186,2,495,71.286,51.207,140.639,209.2,219.6,93.1,0.381864312893279,2,31535.79,102.354,873,150,3.62153533333333E+015,3.57411857142857E+015,-226582187500000,831637222222222,none,0.0425,85
282,1,dry,1067.0103999,H2O,39.84,0.217,52,7081.3,11,13,3,0.95187,16.57,15.167,20.006,205.998,90.001,89.084,1.94663809902725,3,58.4,405,43739.19,0.831352456492555,3,269,70.004,51.743,136.83,206.3,204.8,133.3,0.214318218516507,3,31051.425,105.095,891,156,1.87766943333333E+015,5330156571428571,-426220000000000,831468333333333,none,0.04,80
283,2,wet,907.02743333,O2,36.69,0.188,75,7070.61,11,14,1,1.16256,18.078,14.959,19.998,197.696,90.001,91.593,1.91616915686453,1,45.592,436,47669.188,0.83126311956271,3,413,71.889,51.542,132.961,209,211,112.8,0.295000758530464,3,31362.147,102.547,898,156,6526593666666667,6732420000000000,-1203268437500000,839410833333333,none,0.0695,139
284,2,dry,1156.4854825,O2,31.72,0.215,112,7210.79,11,15,1,1.80132,15.594,14.935,19.997,202.641,90,91.654,1.95363037636675,2,47.68,365,39771.13,0.743797442559478,2,514,70.13,52.105,148.179,209,210,102.5,0.3210493385637,2,31990.919,103.674,915,154,1772485000000000,4116995142857143,-155383125000000,828302500000000,none,0.0625,125
285,2,dry,1027.8504465,O2,36.13,0.205,130,7172.92,11,16,1,0.99644,15.34,14.892,19.996,199.201,90.001,93.468,1.92694876092073,3,39.839,405,44176.185,0.768471784752002,1,391,70.058,50.382,145.992,209.3,211.8,111.1,0.296966050911836,1,30310.73,101.148,906,155,293495000000000,8556176571428571,-1006714062500000,834860833333333,none,0.025,50
286,2,wet,1091.2986265,O2,44.82,0.199,141,7136.98,11,17,2,0.90276,16.301,15.139,20,196.285,89.999,91.748,1.88768217052424,1,27.638,405,44755.74,0.751123903915488,1,284,70.779,50.881,143.498,203.8,214.6,123.4,0.266161582260564,1,31613.386,105.532,913,159,4586615666666667,8546781428571429,-1422074687500000,837556666666667,none,0.0545,109
287,2,dry,1287.4354369,O2,29.05,0.203,117,7142.03,11,18,2,1.52924,16.321,15.165,20.005,197.046,90,91.094,1.95663449877775,2,30.322,365,38915.205,0.676161330240899,2,304,69.405,51.062,141.403,210.3,208.1,124,0.252411878859847,2,31566.201,103.891,886,153,5041326600000000,6090351428571429,-900206875000000,841288055555556,none,0.0345,69
288,2,wet,1045.593616,O2,34.88,0.213,167,7017.13,11,19,2,1.16231,14.337,15.006,19.994,195.762,90,90.685,1.98489710085262,3,45.983,365,39341.525,0.72989635471763,3,433,70.257,50.852,131.413,204.8,209.1,113.1,0.291610281084972,3,29986.195,101.488,923,155,5467322000000000,5272800000000000,-783049062500000,831885277777778,none,0.085,170
289,2,dry,1011.2985674,H2O,34.98,0.195,99,7037.56,11,20,3,1.86724,13.343,15.01,19.999,199.004,89.998,90.409,1.84570302104672,1,56.112,405,43932.375,0.797322571119205,3,233,69.975,49.761,135.556,200.5,221.6,122.8,0.290393500828856,3,31292.696,102.588,888,154,3251489000000000,5360801428571429,-571987187500000,830591111111111,none,0.0605,121
290,2,wet,1099.8872528,H2O,29.06,0.207,110,7094.65,11,21,3,0.80545,17.487,15.036,20.001,199.324,89.999,94.25,1.96588402712563,2,50.79,405,43105.77,0.768289559798537,2,240,71.409,50.3,139.165,204.7,209.7,131.9,0.226999190330651,2,32226.582,102.695,936,153,4.43787166666667E+015,5847695714285714,-816049062500000,834915833333333,none,0.048,96
291,2,dry,1165.8330909,O2,33.34,0.213,110,7028.59,11,22,3,1.6105,15.439,15.081,19.996,198.167,90,88.499,1.93342051507984,3,47.355,436,47760.312,0.853991037011501,1,319,70.714,51.655,131.459,206.2,211.8,121.5,0.269166968473484,1,32025.475,105.206,924,157,2.30540966666667E+015,1.34E+16,-2241812187500000,826613611111111,none,0.0445,89
292,3,dry,910.90522842,H2O,30.61,0.201,74,6980.54,11,23,1,1.7171,15.466,15.03,20,199.842,90,90.912,1.92973083179874,1,18.067,436,47365.732,0.799068974680876,1,589,70.486,51.103,127.754,202.9,216.7,91.8,0.390829127252587,1,31834.866,101.258,919,152,5447150666666667,7353464285714286,-1223822187500000,834684166666667,none,0.055,110
293,3,dry,1076.6051267,O2,35.41,0.216,132,7100.95,11,24,1,1.29468,15.967,15.055,19.995,199.669,90,93.62,1.96471095137944,3,40.82,436,46960.688,0.849712052853649,3,363,72.56,51.145,137.995,207.6,219.1,109.1,0.326508804606742,3,33675.551,103.056,911,157,4.03813766666667E+015,7102380000000000,-1024840312500000,829404444444445,none,0.059,118
294,3,dry,1016.5095201,H2O,34.39,0.217,212,7046.59,11,25,2,1.3248,14.441,14.915,20.002,199.527,90,91.604,2.00140933080083,1,34.1,436,47081.896,0.858859450408746,3,315,69.953,50.082,134.059,199.5,220.4,119.2,0.300671906637213,3,31139.137,104.859,915,153,3.59308133333333E+015,2.48674857142857E+015,14239062500000,828625277777778,none,0.0935,187
295,3,dry,1148.1498955,O2,32.8,0.191,14,7253.22,11,26,2,1.67582,15.835,15.188,19.995,196.291,90,92.45,1.92082422751148,2,45.621,365,39525.12,0.663336053314045,2,573,70.179,51.018,153.422,206.8,228.6,79.2,0.447290658092099,2,31366.628,103.293,875,152,2.47677366666667E+015,3.63947042857143E+015,-144510937500000,836104722222222,none,0.0585,117
296,3,dry,1260.2337276,O2,34.88,0.203,98,6983.96,11,27,2,1.65683,19.713,15.051,19.999,203.764,90,91.607,2.06282822381194,3,55.477,365,39791.935,0.710545270493877,1,422,70.994,51.192,124.296,211.7,211.2,109,0.313016232954788,1,31408.661,103.015,902,156,-1.53469133333333E+015,1.54E+16,-2345000937500000,832498055555556,none,0.038,76
297,3,dry,1021.2452919,O2,28.44,0.209,71,6937.53,12,1,3,1.40745,16.373,15.087,20.003,202.544,90,89.107,1.76462413872452,1,41.736,365,39101.72,0.742564186027587,1,13,73.064,51.037,123.053,204.2,224.8,140.4,0.293874096870112,1,31654.923,100.542,917,150,2616839400000000,9.28478885714286E+015,-1357769375000000,826321111111111,none,0.034,68
